omega_left,omega_right,linear,angular
17.688838506918092,15.711087558494263,3.036458444601935,-0.5510248382682228
19.30751932290481,22.269129709579374,3.0026988686178817,-0.6907906728429215
20.49614988632795,14.856531739942598,2.8924655698001613,-0.6308328195281415
18.467589321838886,19.01468285100484,3.051499768484882,-0.23340429464481457
17.257539421590284,15.599852113258107,3.027951647223748,-0.3625230352275864
16.768327821737792,15.803151191796877,3.2467212823620186,-0.3010488634011293
18.588292135484817,16.309848897703425,3.2319479973613383,-0.4266514654715697
19.452068827062842,16.16696153067558,2.889318242553926,-0.38834641409915954
16.74028545194363,9.354221451541937,2.932359895272966,-1.0486804094379096
31.39877163381001,19.21874130839174,2.5682451975551412,-0.6492773010853881
7.2439414836293565,-0.24579087100055594,2.0486856268371163,-0.051026181877235156
-10.257593578977145,-25.848835555797056,1.6254490963250956,0.12116130846346711
4.0967984873948895,-2.718516775015132,0.8245344870149474,-0.36117830890857155
4.265453659225157,-16.209774727092668,0.2576364127246839,-0.4015291780659212
0.3938629292068283,-29.001494386570823,-0.043346885093377946,-0.2531273634624302
0.08246580941251473,-0.6520793262373038,-0.03429608644323884,-0.14547419930516722
0.8753676567258705,-7.640699616608526,-0.01373094551694054,-0.18078988458251996
4.236746907987492,-15.238851341307711,-0.024762558435638005,-0.43776326313621405
9.28604099776689,-17.415162402909456,-0.05805139239387462,-0.7070171057574188
6.886256952304294,-19.87709496534993,-0.0426202316575762,-0.7626663004042414
11.578738466424186,-14.484102876955562,-0.0011813054722343008,-1.000829299588679
16.29417486633005,-15.738694205734225,-0.16126360614876056,-1.270346800391419
22.270369341269067,-20.1985833747821,-0.17236936209947631,-1.4367727390304117
8.12661436640147,-12.488847953621923,-0.17912768503051013,-1.3533393410913626
20.11278517712078,-18.76316715049608,-0.17797781432341478,-1.3497087349886012
0.09520630801164665,-13.575201264799789,-0.1343567214502506,-0.7473783472127445
11.533957327118094,-15.556052130171754,-0.17689568291933697,-0.7984384520500178
13.035625540191468,-20.758266110650226,-0.09538599642428174,-1.1150593870711774
-0.08294584044366039,-14.94258510795677,-0.10940130933141419,-0.2873527618489456
9.610759473693191,-16.849638767907855,-0.10687693031843137,-0.5086645123578013
10.350800983680019,-24.974062358812876,0.0049418102110528155,-0.5752720511425267
14.53395346353511,-2.7144685132305195,-0.017624081804301445,-1.0087556767256298
16.607901015944243,-14.000366599384037,0.0340240045097658,-0.8489702952356762
20.40695536811866,-15.200547782443373,-0.006429225785560485,-1.205867190593504
10.995991992474977,-16.919105907702697,0.0377960018304084,-1.1823395822458638
17.241062896985937,-8.992067932928029,0.025338888200192776,-1.36115316611354
17.244763939917146,-18.46033809773075,0.034701279636009864,-1.1778648311437288
22.724841478826008,-9.174975479174199,-0.11148272413859858,-1.195628057942998
17.133000028699374,-15.407887931846282,-0.1418367611900707,-1.4074944000989857
18.747810352148615,-21.327911721620552,-0.06613986417793286,-1.3117466158855058
21.76802795705496,-6.549642800342391,-0.17569097539169898,-1.410575419234113
11.443975175959782,-7.510084983170067,-0.1324370783806078,-1.030830081676469
18.31322807038297,-13.410887544649755,-0.09779872396417603,-0.9285351398359596
15.648176846926312,-9.505295947360118,-0.031827727083208204,-0.8559570942325005
22.1212771573677,-0.804555196070843,0.004211860384950646,-0.6224040645882825
12.029259227537638,0.2879892415612859,0.03822266423238918,-0.005496291853774737
15.473229338152601,-0.07611906420441092,0.03287589911446833,-0.07154296175643611
18.95285291403137,0.8879963314516278,0.13189428457498228,-0.05041561617186689
15.14669049153242,0.7757308186283451,0.1449579868117804,-0.06965874681495925
21.88371225671594,-11.702484401371926,0.027284099708275684,-0.34311229329347376
9.791136459591678,-0.2522372333466568,0.017362730696590188,-0.13974102593959697
14.095138291736987,-11.077111672441063,0.02708698050182789,-0.3581939523081236
10.333206483687665,1.7673535407609084,0.32302129508482336,-0.29841455373889414
5.441796734946386,-11.707925858552903,0.022850133408383527,-0.2995940063109045
10.119597425456329,-19.423074858417394,0.00842360395070213,-0.7105939745034028
10.159513768868234,-11.990194407422635,0.007629360120538442,-1.1182341669867981
13.331401289713575,-19.830582884479092,0.03763375952163467,-1.2304573295039627
-6.1017885775392875,-20.13490903488265,-0.030603302341018337,-0.555121983516942
5.338729941988935,-7.383896615667949,-0.1288513312301506,-0.8180496872597268
-0.40797213273441674,-12.78909760180944,-0.12478114853753444,-0.2858151838291148
10.402004534274868,-10.937234377992466,-0.16710907711870693,-1.0542577852195014
22.19694570802154,-12.978213799272968,-0.19890264600382562,-1.2812498730403945
10.069395294014203,-2.4618940574232915,-0.06570170425391578,-0.7154352787378776
12.574560660450285,-2.1655109494845375,0.030619101759643462,-0.5178984998155921
14.753178699282753,-0.30068986396586933,0.10337335304729103,-0.31919139407311364
15.648778638859643,1.5798099643619459,0.2619447162892644,-0.41647779039944566
15.137459464614155,1.8445453392056093,0.4023639395799397,-0.6139640928872341
12.23560054247674,2.053872272647518,0.6458029880106931,-0.7922128115826389
18.086439901979446,3.956357300348201,0.7921986445813112,-0.7816035376450665
13.742724665432908,3.5506530220273955,0.8685239241882798,-0.6566604063006737
16.19928914358411,5.672284358725071,0.9297717762934659,-0.6376537794134924
20.579337609730914,4.489214379551182,0.9688565403543405,-0.48488484159708434
8.881741779595552,4.570933834611251,1.0704453943323287,-0.5569275590309656
12.656425106032014,5.843789018360681,1.1841975904991981,-0.4835917412434602
13.996387641829461,6.883035867728861,1.2563003058263735,-0.45226361796973613
15.606583128923079,6.28828036996078,1.4340254166843136,-0.6267120936907679
15.191329868704393,7.978708926109422,1.5011198579967204,-0.2806156211694734
10.91295732491694,8.128277982306125,1.734449439010753,-0.5056979519018513
11.698915918116585,8.93706564724804,1.9186239806767482,-0.48568513099426547
11.442277641664058,9.781280782651002,2.0870027365230936,-0.48475467005041684
13.913057884447891,11.227292296321895,2.068945193800154,-0.2664873676891424
16.925889563875554,10.654424915822073,2.1168972815288862,-0.2885497645152853
19.03564530795051,11.184745385213873,2.0308627127811234,0.07075188478096806
16.942830308305314,11.054102628898377,2.021910136747415,0.10884971819719745
11.183448888632821,10.489534049923023,2.175644816185448,-0.19113172815658433
11.976617646952624,11.11420406193518,2.322755914576012,-0.24614765396903665
12.750748133307663,11.750251208450978,2.4611478271658136,-0.29120926330727126
16.23114913980984,12.511951729462226,2.5297834580994425,-0.30749009394947047
14.298486169270394,12.731489352107774,2.6193415165530607,-0.31521767107700566
18.000690468403814,13.684573139399156,2.6655843879378907,-0.42580621280440456
19.32158520671524,12.76760639578914,2.6105566372619724,-0.0980743342857694
13.820967771065952,12.817588261976063,2.6355289193730105,0.004997490105961604
17.16017533945733,13.870463978674126,2.699326754552103,-0.2705746250823509
16.402587778809202,13.116007567896306,2.721821225349824,-0.17473997201559935
